id,first_name,last_name,bill_number,sponsor_state,sponsor_party
T000464,Jon,Tester,S.471,MT,D
H001041,Dean,Heller,S.462,NV,R
U000039,Tom,Udall,S.475,NM,D
M000303,John,McCain,S.RES.71,AZ,R
P000595,Gary,Peters,S.RES.72,MI,D
F000449,Jeff,Fortenberry,H.CON.RES.32,NE,R
C001084,David,Cicilline,H.RES.160,RI,D
H001068,Jared,Huffman,H.RES.162,CA,D
P000604,Donald,Payne,H.RES.163,NJ,D
F000455,Marcia,Fudge,H.RES.161,OH,D
J000290,Lynn,Jenkins,H.R.1284,KS,R
L000578,Doug,LaMalfa,H.R.1269,CA,R
N000189,Dan,Newhouse,H.R.1273,WA,R
L000551,Barbara,Lee,H.R.1289,CA,D
N000147,Eleanor,Norton,H.R.1291,DC,D
S001195,Jason,Smith,H.R.1267,MO,R
K000382,Ann,Kuster,H.R.1288,NH,D
H001059,Randy,Hultgren,H.R.1283,IL,R
T000462,Pat,Tiberi,H.R.1296,OH,R
A000370,Alma,Adams,H.R.1276,NC,D
S001165,Albio,Sires,H.R.1295,NJ,D
E000297,Adriano,Espaillat,H.R.1278,NY,D
E000293,Elizabeth,Esty,H.R.1279,CT,D
R000593,Dennis,Ross,H.R.1293,FL,R
D000191,Peter,DeFazio,H.R.1265,OR,D
B001243,Marsha,Blackburn,H.R.1277,TN,R
W000815,Brad,Wenstrup,H.R.1298,OH,R
N000189,Dan,Newhouse,H.R.1274,WA,R
J000292,Bill,Johnson,H.R.1271,OH,R
B000574,Earl,Blumenauer,H.R.1266,OR,D
R000609,John,Rutherford,H.R.1294,FL,R
S001172,Adrian,Smith,H.R.1268,NE,R
K000188,Ron,Kind,H.R.1286,WI,D
R000515,Bobby,Rush,H.R.1272,IL,D
F000449,Jeff,Fortenberry,H.R.1280,NE,R
K000391,Raja,Krishnamoorthi,H.R.1287,IL,D
N000002,Jerrold,Nadler,H.R.1270,NY,D
G000580,Thomas,Garrett,H.R.1282,VA,R
S000250,Pete,Sessions,H.R.1275,TX,R
L000551,Barbara,Lee,H.R.1290,CA,D
F000372,Rodney,Frelinghuysen,H.R.1281,NJ,R
L000587,Jason,Lewis,H.J.RES.84,MN,R
K000381,Derek,Kilmer,H.R.1285,WA,D
W000822,Bonnie,Watson Coleman,H.R.1297,NJ,D
G000579,Mike,Gallagher,H.J.RES.85,WI,R
P000599,Bill,Posey,H.R.1292,FL,R
C001095,Tom,Cotton,S.478,AR,R
T000250,John,Thune,S.482,SD,R
M000639,Robert,Menendez,S.484,NJ,D
B000944,Sherrod,Brown,S.479,OH,D
C000880,Michael,Crapo,S.487,ID,R
T000461,Patrick,Toomey,S.488,PA,R
B001267,Michael,Bennet,S.481,CO,D
C001070,Bob,Casey,S.486,PA,D
P000449,Rob,Portman,S.480,OH,R
M001111,Patty,Murray,S.483,WA,D
F000444,Jeff,Flake,S.485,AZ,R
F000463,Deb,Fischer,S.RES.74,NE,R
C001070,Bob,Casey,S.RES.77,PA,D
P000449,Rob,Portman,S.RES.75,OH,R
C001070,Bob,Casey,S.RES.76,PA,D
W000795,Joe,Wilson,H.RES.165,SC,R
D000619,Rodney,Davis,H.RES.168,IL,R
A000369,Mark,Amodei,H.RES.166,NV,R
S001196,Elise,Stefanik,H.RES.170,NY,R
T000460,Mike,Thompson,H.RES.164,CA,D
N000015,Richard,Neal,H.RES.169,MA,D
C001090,Matt,Cartwright,H.RES.167,PA,D
K000378,Adam,Kinzinger,H.R.1320,IL,R
D000191,Peter,DeFazio,H.R.1307,OR,D
F000372,Rodney,Frelinghuysen,H.R.1301,NJ,R
G000289,Robert,Goodlatte,H.R.1314,VA,R
J000174,Sam,Johnson,H.R.1317,TX,R
P000096,Bill,Pascrell,H.R.1303,NJ,D
C001092,Chris,Collins,H.R.1323,NY,R
M001166,Jerry,McNerney,H.R.1324,CA,D
D000191,Peter,DeFazio,H.R.1308,OR,D
B001295,Mike,Bost,H.R.1328,IL,R
A000369,Mark,Amodei,H.R.1330,NV,R
C001103,Buddy,Carter,H.R.1333,GA,R
S001200,Darren,Soto,H.R.1310,FL,D
P000592,Ted,Poe,H.R.1305,TX,R
S001180,Kurt,Schrader,H.R.1326,OR,D
B001295,Mike,Bost,H.R.1329,IL,R
R000582,Phil,Roe,H.R.1304,TN,R
F000450,Virginia,Foxx,H.R.1313,NC,R
D000191,Peter,DeFazio,H.R.1306,OR,D
C001093,Doug,Collins,H.R.1316,GA,R
C001096,Kevin,Cramer,H.R.1337,ND,R
J000288,Hank,Johnson,H.R.1299,GA,D
C001080,Judy,Chu,H.R.1322,CA,D
N000127,Rick,Nolan,H.R.1350,MN,D
B001275,Larry,Bucshon,H.R.1325,IN,R
S001196,Elise,Stefanik,H.R.1357,NY,R
M001158,Kenny,Marchant,H.R.1319,TX,R
S001175,Jackie,Speier,H.R.1356,CA,D
S001172,Adrian,Smith,H.R.1311,NE,R
G000565,Paul,Gosar,H.R.1341,AZ,R
L000583,Barry,Loudermilk,H.R.1347,GA,R
M001197,Martha,McSally,H.R.1302,AZ,R
M001180,David,McKinley,H.R.1300,WV,R
H001056,Jaime,Herrera Beutler,H.R.1318,WA,R
P000611,Bruce,Poliquin,H.R.1312,ME,R
B001304,Anthony,Brown,H.R.1321,MD,D
D000533,John,Duncan,H.R.1339,TN,R
P000605,Scott,Perry,H.R.1351,PA,R
W000813,Jackie,Walorski,H.R.1359,IN,R
B001299,Jim,Banks,H.R.1331,IN,R
S001183,David,Schweikert,H.R.1355,AZ,R
C001103,Buddy,Carter,H.R.1334,GA,R
T000193,Bennie,Thompson,H.R.1327,MS,D
M001185,Sean,Maloney,H.R.1348,NY,D
C001067,Yvette,Clarke,H.R.1335,NY,D
Z000017,Lee,Zeldin,H.R.1361,NY,R
K000386,John,Katko,H.R.1309,NY,R
R000586,Jim,Renacci,H.R.1352,OH,R
W000816,Roger,Williams,H.R.1360,TX,R
M001177,Tom,McClintock,H.R.1349,CA,R
R000583,Tom,Rooney,H.R.1354,FL,R
D000616,Scott,DesJarlais,H.R.1338,TN,R
L000559,Jim,Langevin,H.R.1345,RI,D
B001278,Suzanne,Bonamici,H.R.1332,OR,D
E000179,Eliot,Engel,H.R.1340,NY,D
K000381,Derek,Kilmer,H.R.1344,WA,D
G000289,Robert,Goodlatte,H.R.1315,VA,R
T000469,Paul,Tonko,H.R.1358,NY,D
H001059,Randy,Hultgren,H.R.1343,IL,R
C001096,Kevin,Cramer,H.R.1336,ND,R
H001052,Andy,Harris,H.R.1342,MD,R
R000602,Kathleen,Rice,H.R.1353,NY,D
L000563,Daniel,Lipinski,H.R.1346,IL,D
Y000064,Todd,Young,S.J.RES.31,IN,R
P000612,David,Perdue,S.J.RES.30,GA,R
C001075,Bill,Cassidy,S.J.RES.27,LA,R
D000618,Steve,Daines,S.J.RES.29,MT,R
I000024,James,Inhofe,S.J.RES.28,OK,R
S001197,Ben,Sasse,S.J.RES.26,NE,R
T000250,John,Thune,S.499,SD,R
D000622,Tammy,Duckworth,S.496,IL,D
D000618,Steve,Daines,S.491,MT,R
D000618,Steve,Daines,S.490,MT,R
T000464,Jon,Tester,S.501,MT,D
P000449,Rob,Portman,S.489,OH,R
H001042,Mazie,Hirono,S.504,HI,D
S000033,Bernard,Sanders,S.495,VT,I
W000779,Ron,Wyden,S.498,OR,D
F000457,Al,Franken,S.502,MN,D
T000250,John,Thune,S.506,SD,R
R000595,Marco,Rubio,S.493,FL,R
F000463,Deb,Fischer,S.517,NE,R
G000386,Charles,Grassley,S.494,IA,R
C001075,Bill,Cassidy,S.520,LA,R
W000779,Ron,Wyden,S.503,OR,D
C001056,John,Cornyn,S.492,TX,R
C001070,Bob,Casey,S.515,PA,D
C001075,Bill,Cassidy,S.505,LA,R
T000464,Jon,Tester,S.522,MT,D
R000307,Pat,Roberts,S.500,KS,R
F000463,Deb,Fischer,S.526,NE,R
M001183,Joe,Manchin,S.523,WV,D
B001236,John,Boozman,S.524,AR,R
T000464,Jon,Tester,S.507,MT,D
W000437,Roger,Wicker,S.518,MS,R
B001261,John,Barrasso,S.509,WY,R
T000464,Jon,Tester,S.521,MT,D
C000127,Maria,Cantwell,S.497,WA,D
P000612,David,Perdue,S.514,GA,R
W000805,Mark,Warner,S.516,VA,D
B000575,Roy,Blunt,S.527,MO,R
B001277,Richard,Blumenthal,S.510,CT,D
W000779,Ron,Wyden,S.513,OR,D
W000779,Ron,Wyden,S.508,OR,D
M001183,Joe,Manchin,S.511,WV,D
G000555,Kirsten,Gillibrand,S.525,NY,D
G000555,Kirsten,Gillibrand,S.519,NY,D
C000141,Benjamin,Cardin,S.CON.RES.8,MD,D
B001261,John,Barrasso,S.512,WY,R
R000307,Pat,Roberts,S.CON.RES.7,KS,R
M000639,Robert,Menendez,S.RES.78,NJ,D
C001088,Christopher,Coons,S.RES.80,DE,D
C001035,Susan,Collins,S.RES.79,ME,R
M001160,Gwen,Moore,H.RES.171,WI,D
C001084,David,Cicilline,H.RES.172,RI,D
M001157,Michael,McCaul,H.R.1370,TX,R
C001053,Tom,Cole,H.R.1369,OK,R
V000081,Nydia,Velázquez,H.R.1366,NY,D
W000809,Steve,Womack,H.R.1373,AR,R
O000170,Beto,O'Rourke,H.R.1371,TX,D
H001071,Jody,Hice,H.R.1364,GA,R
P000604,Donald,Payne,H.R.1372,NJ,D
B000574,Earl,Blumenauer,H.R.1368,OR,D
S001168,John,Sarbanes,H.R.1363,MD,D
C001110,J.,Correa,H.R.1365,CA,D
W000815,Brad,Wenstrup,H.R.1367,OH,R
R000600,Amata,Radewagen,H.R.1362,AS,R
H000338,Orrin,Hatch,S.J.RES.33,UT,R
H000338,Orrin,Hatch,S.J.RES.32,UT,R
P000603,Rand,Paul,S.532,KY,R
T000250,John,Thune,S.535,SD,R
T000464,Jon,Tester,S.528,MT,D
N000032,Bill,Nelson,S.533,FL,D
M001183,Joe,Manchin,S.530,WV,D
B001236,John,Boozman,S.529,AR,R
P000603,Rand,Paul,S.531,KY,R
F000062,Dianne,Feinstein,S.534,CA,D
M000639,Robert,Menendez,S.RES.81,NJ,D
C000984,Elijah,Cummings,H.R.1376,MD,D
W000814,Randy,Weber,H.R.1382,TX,R
P000601,Steven,Palazzo,H.R.1384,MS,R
D000617,Suzan,DelBene,H.R.1380,WA,D
B001299,Jim,Banks,H.R.1391,IN,R
H001045,Gregg,Harper,H.R.1377,MS,R
S000522,Christopher,Smith,H.R.1415,NJ,R
B001299,Jim,Banks,H.R.1390,IN,R
B001287,Ami,Bera,H.R.1392,CA,D
J000288,Hank,Johnson,H.R.1374,GA,D
P000034,Frank,Pallone,H.R.1411,NJ,D
T000462,Pat,Tiberi,H.R.1416,OH,R
B001298,Don,Bacon,H.R.1383,NE,R
F000450,Virginia,Foxx,H.R.1385,NC,R
H001045,Gregg,Harper,H.R.1378,MS,R
G000568,Morgan,Griffith,H.R.1381,VA,R
B001248,Michael,Burgess,H.R.1395,TX,R
P000608,Scott,Peters,H.R.1379,CA,D
G000582,Jenniffer,González-Colón,H.R.1403,PR,R
L000551,Barbara,Lee,H.RES.176,CA,D
C001109,Liz,Cheney,H.RES.174,WY,R
C001101,Katherine,Clark,H.R.1375,MA,D
L000567,Leonard,Lance,H.R.1409,NJ,R
B001257,Gus,Bilirakis,H.R.1389,FL,R
B001284,Susan,Brooks,H.R.1394,IN,R
H001048,Duncan,Hunter,H.R.1407,CA,R
I000056,Darrell,Issa,H.R.1408,CA,R
H001045,Gregg,Harper,H.RES.173,MS,R
B001297,Ken,Buck,H.RES.175,CO,R
K000386,John,Katko,H.R.1386,NY,R
C001078,Gerald,Connolly,H.R.1398,VA,D
B001293,Mike,Bishop,H.R.1393,MI,R
C001107,Carlos,Curbelo,H.R.1401,FL,R
R000486,Lucille,Roybal-Allard,H.R.1412,CA,D
M001197,Martha,McSally,H.R.1410,AZ,R
C001087,Rick,Crawford,H.R.1400,AR,R
C001094,Paul,Cook,H.R.1399,CA,R
H000324,Alcee,Hastings,H.R.1406,FL,D
Y000066,David,Young,H.R.1419,IA,R
Y000033,Don,Young,H.R.1417,AK,R
G000551,Raúl,Grijalva,H.R.1405,AZ,D
P000603,Rand,Paul,S.554,KY,R
W000802,Sheldon,Whitehouse,S.542,RI,D
H001042,Mazie,Hirono,S.541,HI,D
M001169,Christopher,Murphy,S.549,CT,D
F000062,Dianne,Feinstein,S.557,CA,D
F000062,Dianne,Feinstein,S.560,CA,D
F000062,Dianne,Feinstein,S.559,CA,D
F000062,Dianne,Feinstein,S.556,CA,D
C001098,Ted,Cruz,S.539,TX,R
D000563,Richard,Durbin,S.553,IL,D
F000062,Dianne,Feinstein,S.562,CA,D
R000122,Jack,Reed,S.536,RI,D
T000464,Jon,Tester,S.543,MT,D
P000603,Rand,Paul,S.545,KY,R
B001261,John,Barrasso,S.546,WY,R
F000457,Al,Franken,S.537,MN,D
G000555,Kirsten,Gillibrand,S.547,NY,D
M000303,John,McCain,S.551,AZ,R
C000127,Maria,Cantwell,S.548,WA,D
F000062,Dianne,Feinstein,S.561,CA,D
Y000033,Don,Young,H.R.1418,AK,R
B000944,Sherrod,Brown,S.552,OH,D
R000588,Cedric,Richmond,H.RES.177,LA,D
C001105,Barbara,Comstock,H.R.1397,VA,R
R000577,Tim,Ryan,H.R.1413,OH,D
S000344,Brad,Sherman,H.R.1414,CA,D
O000171,Tom,O'Halleran,H.R.1388,AZ,D
G000571,Tulsi,Gabbard,H.R.1402,HI,D
G000551,Raúl,Grijalva,H.R.1404,AZ,D
C001084,David,Cicilline,H.R.1396,RI,D
C001076,Jason,Chaffetz,H.R.1387,UT,R
F000444,Jeff,Flake,S.J.RES.34,AZ,R
F000062,Dianne,Feinstein,S.558,CA,D
L000174,Patrick,Leahy,S.550,VT,D
S000770,Debbie,Stabenow,S.538,MI,D
T000464,Jon,Tester,S.544,MT,D
T000250,John,Thune,S.540,SD,R
F000062,Dianne,Feinstein,S.555,CA,D
C000141,Benjamin,Cardin,S.RES.82,MD,D
M001163,Doris,Matsui,H.RES.182,CA,D
G000578,Matt,Gaetz,H.RES.181,FL,R
C001093,Doug,Collins,H.RES.180,GA,R
L000581,Brenda,Lawrence,H.RES.179,MI,D
C001069,Joe,Courtney,H.R.1421,CT,D
H001073,Will,Hurd,H.R.1428,TX,R
D000191,Peter,DeFazio,H.R.1420,OR,D
R000593,Dennis,Ross,H.R.1422,FL,R
V000081,Nydia,Velázquez,H.R.1423,NY,D
B001270,Karen,Bass,H.R.1432,CA,D
R000598,Keith,Rothfus,H.R.1426,PA,R
P000606,Robert,Pittenger,H.R.1427,NC,R
H001059,Randy,Hultgren,H.R.1425,IL,R
T000463,Michael,Turner,H.R.1441,OH,R
M001189,Luke,Messer,H.R.1429,IN,R
L000570,Ben,Luján,H.R.1439,NM,D
C001112,Salud,Carbajal,H.R.1433,CA,D
S000244,F.,Sensenbrenner,H.R.1424,WI,R
J000289,Jim,Jordan,H.R.1436,OH,R
G000535,Luis,Gutiérrez,H.R.1435,IL,D
L000582,Ted,Lieu,H.R.1437,CA,D
C001093,Doug,Collins,H.R.1434,GA,R
L000480,Nita,Lowey,H.R.1438,NY,D
L000570,Ben,Luján,H.R.1440,NM,D
B001236,John,Boozman,S.J.RES.36,AR,R
B001236,John,Boozman,S.J.RES.35,AR,R
F000463,Deb,Fischer,S.565,NE,R
M000133,Edward,Markey,S.564,MA,D
H001041,Dean,Heller,S.563,NV,R
C000127,Maria,Cantwell,S.566,WA,D
C001056,John,Cornyn,S.583,TX,R
L000575,James,Lankford,S.577,OK,R
B001288,Cory,Booker,S.575,NJ,D
L000575,James,Lankford,S.579,OK,R
P000612,David,Perdue,S.571,GA,R
J000293,Ron,Johnson,S.582,WI,R
H001069,Heidi,Heitkamp,S.567,ND,D
P000595,Gary,Peters,S.573,MI,D
T000250,John,Thune,S.570,SD,R
J000293,Ron,Johnson,S.585,WI,R
M000133,Edward,Markey,S.574,MA,D
C000127,Maria,Cantwell,S.569,WA,D
L000575,James,Lankford,S.578,OK,R
J000293,Ron,Johnson,S.576,WI,R
B001135,Richard,Burr,S.572,NC,R
L000575,James,Lankford,S.584,OK,R
B000944,Sherrod,Brown,S.568,OH,D
L000575,James,Lankford,S.580,OK,R
J000294,Hakeem,Jeffries,H.RES.184,NY,D
B001270,Karen,Bass,H.RES.187,CA,D
L000562,Stephen,Lynch,H.R.1442,MA,D
M001202,Stephanie,Murphy,H.R.1478,FL,D
L000491,Frank,Lucas,H.R.1431,OK,R
M001194,John,Moolenaar,H.R.1476,MI,R
M000087,Carolyn,Maloney,H.R.1474,NY,D
P000597,Chellie,Pingree,H.R.1480,ME,D
M001160,Gwen,Moore,H.R.1477,WI,D
R000585,Tom,Reed,H.R.1481,NY,R
M000087,Carolyn,Maloney,H.R.1475,NY,D
S001148,Mike,Simpson,H.R.1482,ID,R
N000147,Eleanor,Norton,H.R.1479,DC,D
C001090,Matt,Cartwright,H.R.1464,PA,D
H001047,Jim,Himes,H.R.1448,CT,D
D000618,Steve,Daines,S.605,MT,R
S000033,Bernard,Sanders,S.586,VT,I
K000383,Angus,King,S.589,ME,I
R000307,Pat,Roberts,S.587,KS,R
C001035,Susan,Collins,S.602,ME,R
M001111,Patty,Murray,S.591,WA,D
D000563,Richard,Durbin,S.601,IL,D
G000555,Kirsten,Gillibrand,S.598,NY,D
D000607,Joe,Donnelly,S.599,IN,D
K000384,Tim,Kaine,S.592,VA,D
R000584,Jim,Risch,S.590,ID,R
H000338,Orrin,Hatch,S.604,UT,R
M001169,Christopher,Murphy,S.588,CT,D
N000032,Bill,Nelson,S.606,FL,D
C001047,Shelley,Capito,S.593,WV,R
D000610,Ted,Deutch,H.RES.185,FL,D
P000096,Bill,Pascrell,H.RES.186,NJ,D
B001278,Suzanne,Bonamici,H.R.1455,OR,D
H001048,Duncan,Hunter,H.R.1490,CA,R
C001101,Katherine,Clark,H.R.1466,MA,D
M001157,Michael,McCaul,H.RES.188,TX,R
B000574,Earl,Blumenauer,H.R.1458,OR,D
K000389,Ro,Khanna,H.RES.178,CA,D
S001148,Mike,Simpson,H.R.1483,ID,R
L000559,Jim,Langevin,H.R.1472,RI,D
B001302,Andy,Biggs,H.R.1462,AZ,R
C001068,Steve,Cohen,H.R.1467,TN,D
T000193,Bennie,Thompson,H.R.1486,MS,D
G000574,Ruben,Gallego,H.R.1470,AZ,D
L000551,Barbara,Lee,H.R.1473,CA,D
S001191,Kyrsten,Sinema,H.R.1484,AZ,D
T000470,Scott,Tipton,H.R.1457,CO,R
Y000066,David,Young,H.R.1460,IA,R
R000487,Edward,Royce,H.R.1456,CA,R
P000592,Ted,Poe,H.R.1449,TX,R
A000375,Jodey,Arrington,H.R.1461,TX,R
S001196,Elise,Stefanik,H.R.1485,NY,R
C001091,Joaquín,Castro,H.R.1465,TX,D
J000288,Hank,Johnson,H.R.1453,GA,D
Y000033,Don,Young,H.R.1489,AK,R
E000294,Tom,Emmer,H.R.1459,MN,R
V000108,Peter,Visclosky,H.R.1488,IN,D
B000574,Earl,Blumenauer,H.R.1452,OR,D
T000477,Scott,Taylor,H.R.1447,VA,R
D000626,Warren,Davidson,H.R.1469,OH,R
C001077,Mike,Coffman,H.R.1445,CO,R
S001145,Jan,Schakowsky,H.R.1451,IL,D
C001107,Carlos,Curbelo,H.R.1468,FL,R
T000474,Norma,Torres,H.R.1487,CA,D
I000056,Darrell,Issa,H.R.1450,CA,R
R000592,Todd,Rokita,H.R.1444,IN,R
L000573,Raúl,Labrador,H.R.1454,ID,R
B001248,Michael,Burgess,H.R.1463,TX,R
G000576,Glenn,Grothman,H.R.1471,WI,R
C001098,Ted,Cruz,S.J.RES.37,TX,R
M001180,David,McKinley,H.R.1443,WV,R
V000081,Nydia,Velázquez,H.R.1446,NY,D
C001070,Bob,Casey,S.597,PA,D
B001277,Richard,Blumenthal,S.596,CT,D
B001267,Michael,Bennet,S.603,CO,D
C001056,John,Cornyn,S.594,TX,R
D000563,Richard,Durbin,S.600,IL,D
F000444,Jeff,Flake,S.595,AZ,R
C001088,Christopher,Coons,S.RES.86,DE,D
N000032,Bill,Nelson,S.RES.85,FL,D
M000133,Edward,Markey,S.RES.83,MA,D
G000559,John,Garamendi,H.RES.189,CA,D
O000171,Tom,O'Halleran,H.RES.183,AZ,D
K000391,Raja,Krishnamoorthi,H.RES.193,IL,D
B001290,David,Brat,H.RES.190,VA,R
E000297,Adriano,Espaillat,H.RES.191,NY,D
L000566,Robert,Latta,H.RES.194,OH,R
J000298,Pramila,Jayapal,H.RES.192,WA,D
L000584,Mia,Love,H.R.1495,UT,R
B001270,Karen,Bass,H.R.1496,CA,D
O000170,Beto,O'Rourke,H.R.1507,TX,D
C000714,John,Conyers,H.R.1498,MI,D
O000170,Beto,O'Rourke,H.R.1505,TX,D
K000362,Steve,King,H.R.1502,IA,R
O000170,Beto,O'Rourke,H.R.1506,TX,D
C001069,Joe,Courtney,H.R.1499,CT,D
L000578,Doug,LaMalfa,H.R.1491,CA,R
M001185,Sean,Maloney,H.R.1504,NY,D
C001067,Yvette,Clarke,H.R.1497,NY,D
D000612,Jeffrey,Denham,H.R.1493,CA,R
C001038,Joseph,Crowley,H.R.1500,NY,D
S000583,Lamar,Smith,H.R.1494,TX,R
D000619,Rodney,Davis,H.R.1501,IL,R
S000250,Pete,Sessions,H.R.1492,TX,R
R000603,David,Rouzer,H.R.1510,NC,R
O000170,Beto,O'Rourke,H.R.1509,TX,D
M000312,Jim,McGovern,H.J.RES.88,MA,D
C001076,Jason,Chaffetz,H.J.RES.87,UT,R
L000397,Zoe,Lofgren,H.R.1503,CA,D
O000170,Beto,O'Rourke,H.R.1508,TX,D
S000583,Lamar,Smith,H.R.1430,TX,R
L000577,Mike,Lee,S.J.RES.38,UT,R
M001183,Joe,Manchin,S.581,WV,D
U000039,Tom,Udall,S.607,NM,D
F000062,Dianne,Feinstein,S.608,CA,D
F000444,Jeff,Flake,S.614,AZ,R
B001267,Michael,Bennet,S.615,CO,D
F000062,Dianne,Feinstein,S.611,CA,D
R000122,Jack,Reed,S.610,RI,D
F000444,Jeff,Flake,S.612,AZ,R
M000934,Jerry,Moran,S.609,KS,R
F000444,Jeff,Flake,S.613,AZ,R
S001181,Jeanne,Shaheen,S.RES.84,NH,D
T000464,Jon,Tester,S.619,MT,D
C000127,Maria,Cantwell,S.627,WA,D
F000444,Jeff,Flake,S.622,AZ,R
F000457,Al,Franken,S.620,MN,D
K000384,Tim,Kaine,S.628,VA,D
H000338,Orrin,Hatch,S.618,UT,R
R000595,Marco,Rubio,S.623,FL,R
M001169,Christopher,Murphy,S.617,CT,D
P000449,Rob,Portman,S.626,OH,R
G000386,Charles,Grassley,S.616,IA,R
C000127,Maria,Cantwell,S.624,WA,D
F000062,Dianne,Feinstein,S.629,CA,D
S001181,Jeanne,Shaheen,S.625,NH,D
T000464,Jon,Tester,S.621,MT,D
F000454,Bill,Foster,H.RES.196,IL,D
G000289,Robert,Goodlatte,H.CON.RES.33,VA,R
B001297,Ken,Buck,H.RES.198,CO,R
H001065,George,Holding,H.RES.199,NC,R
S001196,Elise,Stefanik,H.RES.195,NY,R
K000380,Dan,Kildee,H.RES.197,MI,D
J000174,Sam,Johnson,H.R.1513,TX,R
G000535,Luis,Gutiérrez,H.R.1527,IL,D
S000051,Mark,Sanford,H.R.1529,SC,R
M001158,Kenny,Marchant,H.R.1512,TX,R
W000800,Peter,Welch,H.R.1526,VT,D
M001197,Martha,McSally,H.R.1547,AZ,R
S001187,Steve,Stivers,H.R.1511,OH,R
D000598,Susan,Davis,H.R.1515,CA,D
P000034,Frank,Pallone,H.R.1524,NJ,D
M001137,Gregory,Meeks,H.R.1521,NY,D
S001195,Jason,Smith,H.R.1525,MO,R
R000593,Dennis,Ross,H.R.1552,FL,R
N000147,Eleanor,Norton,H.R.1523,DC,D
C001067,Yvette,Clarke,H.R.1533,NY,D
J000290,Lynn,Jenkins,H.R.1541,KS,R
R000578,Dave,Reichert,H.R.1550,WA,R
W000798,Tim,Walberg,H.R.1554,MI,R
K000382,Ann,Kuster,H.R.1545,NH,D
G000558,Brett,Guthrie,H.R.1539,KY,R
E000293,Elizabeth,Esty,H.R.1535,CT,D
K000376,Mike,Kelly,H.R.1543,PA,R
M001137,Gregory,Meeks,H.R.1522,NY,D
B001289,Bradley,Byrne,H.R.1532,AL,R
F000466,Brian,Fitzpatrick,H.R.1536,PA,R
K000188,Ron,Kind,H.R.1519,WI,D
T000470,Scott,Tipton,H.R.1528,CO,R
K000188,Ron,Kind,H.R.1520,WI,D
G000568,Morgan,Griffith,H.R.1538,VA,R
K000381,Derek,Kilmer,H.R.1518,WA,D
R000577,Tim,Ryan,H.R.1553,OH,D
L000565,Dave,Loebsack,H.R.1546,IA,D
B001245,Madeleine,Bordallo,H.R.1514,GU,D
B000574,Earl,Blumenauer,H.R.1531,OR,D
D000610,Ted,Deutch,H.R.1517,FL,D
I000056,Darrell,Issa,H.R.1530,CA,R
D000624,Debbie,Dingell,H.R.1534,MI,D
D000216,Rosa,DeLauro,H.R.1516,CT,D
J000292,Bill,Johnson,H.R.1542,OH,R
W000798,Tim,Walberg,H.R.1555,MI,R
H001072,French,Hill,H.R.1540,AR,R
K000378,Adam,Kinzinger,H.R.1544,IL,R
P000593,Ed,Perlmutter,H.R.1549,CO,D
R000597,Tom,Rice,H.R.1551,SC,R
G000580,Thomas,Garrett,H.R.1537,VA,R
B001299,Jim,Banks,H.J.RES.89,IN,R
O000170,Beto,O'Rourke,H.R.1548,TX,D
B001277,Richard,Blumenthal,S.647,CT,D
C001088,Christopher,Coons,S.632,DE,D
G000562,Cory,Gardner,S.660,CO,R
C001088,Christopher,Coons,S.650,DE,D
G000562,Cory,Gardner,S.634,CO,R
C001075,Bill,Cassidy,S.665,LA,R
M000133,Edward,Markey,S.631,MA,D
P000449,Rob,Portman,S.652,OH,R
S001184,Tim,Scott,S.666,SC,R
T000461,Patrick,Toomey,S.654,PA,R
W000779,Ron,Wyden,S.637,OR,D
M001111,Patty,Murray,S.636,WA,D
U000039,Tom,Udall,S.661,NM,D
G000555,Kirsten,Gillibrand,S.648,NY,D
C000174,Thomas,Carper,S.668,DE,D
C000567,Thad,Cochran,S.644,MS,R
R000584,Jim,Risch,S.655,ID,R
D000563,Richard,Durbin,S.641,IL,D
H001061,John,Hoeven,S.658,ND,R
G000386,Charles,Grassley,S.643,IA,R
C001095,Tom,Cotton,S.656,AR,R
W000437,Roger,Wicker,S.657,MS,R
K000367,Amy,Klobuchar,S.645,MN,D
M001170,Claire,McCaskill,S.651,MO,D
P000449,Rob,Portman,S.639,OH,R
G000386,Charles,Grassley,S.633,IA,R
B001277,Richard,Blumenthal,S.662,CT,D
P000603,Rand,Paul,S.642,KY,R
H000338,Orrin,Hatch,S.664,UT,R
B001277,Richard,Blumenthal,S.646,CT,D
F000457,Al,Franken,S.667,MN,D
T000250,John,Thune,S.663,SD,R
H000338,Orrin,Hatch,S.653,UT,R
R000595,Marco,Rubio,S.659,FL,R
P000449,Rob,Portman,S.638,OH,R
D000563,Richard,Durbin,S.640,IL,D
S001181,Jeanne,Shaheen,S.635,NH,D
S001181,Jeanne,Shaheen,S.630,NH,D
D000563,Richard,Durbin,S.649,IL,D
K000384,Tim,Kaine,S.CON.RES.9,VA,D
K000384,Tim,Kaine,S.RES.87,VA,D
S000770,Debbie,Stabenow,S.RES.88,MI,D
E000285,Michael,Enzi,S.RES.89,WY,R
D000598,Susan,Davis,H.RES.205,CA,D
B000574,Earl,Blumenauer,H.RES.204,OR,D
D000620,John,Delaney,H.RES.202,MD,D
T000477,Scott,Taylor,H.RES.200,VA,R
R000435,Ileana,Ros-Lehtinen,H.RES.201,FL,R
Q000023,Mike,Quigley,H.RES.203,IL,D
